Account,Date From,Date To,Bag Count,Vendor Name,City,State,Zip code
150,2012-04-01,2012-04-30,843,"SODEXO MANAGEMENT, INC.",Gaithersburg,MD,20878
1194,2014-05-01,2014-05-31,11444,Great Wall Supermarket of Germantown Inc,Germantown,MD,20876
258,2012-05-01,2012-05-31,243,Ki and Ko Choi Inc,Germantown,MD,20874
288,2015-02-01,2015-02-28,367,eastward inc,Rockville,MD,20852
490,2013-02-01,2013-02-28,385,Far East restaurant,Rockville,MD,20852
1101,2014-04-27,2014-05-24,39393,"Wegmans Food Markets, Inc.",,NY,14603
1100,2016-06-01,2016-06-30,402,Patron Enterprises LLC,Silver Spring,MD,20904
53,2015-07-01,2015-07-31,1566,"WAA Rockville, LLC",Rockville,MD,20850
1158,2015-01-01,2015-01-31,1516,papayaclothing,Silver Spring,MD,20902
510,2012-02-01,2012-02-29,114,Ginger Bethesda,Bethesda,MD,20814
720,2014-04-01,2014-04-30,123,"Stride Rite Children's Group, LLC",,MA,2420
1100,2014-10-01,2014-10-31,399,Patron Enterprises LLC,Silver Spring,MD,20904
187,2012-03-01,2012-03-31,1545,Party City - Gaithersburg Inc.,Gaithersburg,MD,20878
249,2016-02-28,2016-04-02,473,"Madewell, Inc.",,NY,10003
740,2015-01-01,2015-01-31,3037,cnp holdings inc/7-eleven20096-B,Silver Spring,MD,20906
795,2013-10-01,2013-12-31,2192,Dragon City,Silver Spring,MD,20910
765,2013-09-01,2013-09-30,3288,"Chevy Chase Marketing, Inc",Chevy Chase,MD,20815
937,2015-01-01,2015-01-31,75,"Current Boutique, LLC",Bethesda,MD,20814
198,2015-03-01,2015-03-31,18036,"The TJX Companies, Inc",,MA,1701
34,2012-09-24,2013-01-02,733,Congressional Aquarium. Inc,Rockville,MD,20852
762,2013-10-01,2013-10-31,5463,"AEROPOSTALE, INC.",,NJ,7071
359,2016-02-01,2016-02-29,928,"Best Buy Stores, LP",,MN,55423
1305,2016-05-01,2016-06-30,6114,Moby Dick XI Olney Inc.,,MD,20785
525,2016-04-01,2016-04-30,501,CHAPALA RESTAURANT,Burtonsville,MD,20866
289,2012-02-01,2012-02-29,449,GIGIS BEAUTY SUPPLY,Silver Spring,MD,20906
177,2016-08-01,2016-08-31,85,greenapple convenience store inc.,Silver Spring,MD,20904
458,2014-05-01,2014-05-31,579,Peter's Sub Shop,Takoma Park,MD,20912
416,2014-04-01,2014-04-30,1918,BRASAS INC,Silver Spring,MD,20906
1125,2016-01-01,2016-01-31,1602,Rals Subway Metro Inc,,MD,20170
153,2014-08-01,2014-08-31,102792,Trader Joe's Company,,CA,91017
496,2016-06-01,2016-06-30,215,SMSI INC.,Gaithersburg,MD,20877
527,2012-07-01,2012-07-31,736,"GUAPO'S BETHESDA, INC.",Bethesda,MD,20814
350,2012-11-01,2012-11-30,6331,Don Pollo Inc,Rockville,MD,20851
437,2013-09-01,2013-12-31,2944,La Taverna Inc,Bethesda,MD,20814
177,2016-04-01,2016-04-30,365,greenapple convenience store inc.,Silver Spring,MD,20904
846,2013-11-01,2013-11-30,364,Leila Fine Gifts and Jewels,Potomac,MD,20854
70,2013-07-01,2013-07-31,35,Tout De Sweet,Bethesda,MD,20814
204,2015-09-01,2015-09-30,4768,Eckerd Corporation,,PA,17319
47,2014-09-01,2014-09-30,1128,LEBANESE TAVERNA CAFE-CONGRESSIONAL INC,Rockville,MD,20852
1129,2015-02-01,2015-02-28,1872,Dick's Sporting Goods Inc,,PA,15108
428,2015-12-01,2015-12-31,524,Rahimi Enterprises Inc T/A Fashion One,,DC,20002
477,2013-06-30,2013-09-28,2407,"Vitamin Shoppe Industriies, Inc.",,NJ,7047
254,2012-09-01,2012-09-30,1913,Micro Center Sales Corporation,,OH,43026
519,2015-11-22,2015-12-26,19038,Balducci's Maryland LLC,,NJ,7054
252,2015-08-01,2015-08-31,5518,Takoma Park Silver Spring Cooperative Inc.,Takoma Park,MD,20912
531,2012-11-30,2013-01-19,39,"LUJU, INC.",Silver Spring,MD,20910
53,2014-04-01,2014-04-30,194,"WAA Rockville, LLC",Rockville,MD,20850
248,2015-04-01,2015-03-31,4,"Equinox Bethesda, Inc.",Bethesda,MD,20814
346,2012-04-01,2012-04-30,111,"Woodmont, Inc.",Rockville,MD,20850
421,2012-03-01,2012-03-31,842,KCBW Inc,Germantown,MD,20874
92,2012-03-01,2012-03-31,652,Zoes Maryland LLC,,TX,75024
516,2015-04-01,2015-04-30,153,E & C Enterprises MD719,,VA,22192
130,2015-02-01,2015-02-28,325,"SEVA Enterprises, Inc.",Rockville,MD,20852
550,2014-05-01,2014-05-31,3857,JAI HO FRESH INC,Germantown,MD,20874
585,2015-05-01,2015-05-31,209,"Guthworks, LLC",Bethesda,MD,20814
592,2012-03-01,2012-03-31,72,"IL Creation of MD, Inc",Rockville,MD,20852
228,2014-09-01,2014-09-30,195,"3CCL, LLC",Rockville,MD,20850
102,2012-05-01,2012-05-31,15756,Walgreen Co.,,IL,60015
585,2012-08-01,2012-08-31,306,"Guthworks, LLC",Bethesda,MD,20814
937,2015-03-01,2015-03-31,84,"Current Boutique, LLC",Bethesda,MD,20814
630,2014-10-01,2014-10-31,341,J&J Deli Inc,Gaithersburg,MD,20877
353,2014-12-01,2014-12-31,884,"CT Potomac, LLC",Rockville,MD,20850
293,2013-09-28,2013-10-27,1783,SYPHANY LLC,Silver Spring,MD,20906
486,2015-10-01,2015-10-31,2443,11-Jul,Montgomery Village,MD,20886
681,2016-07-01,2016-07-31,828,Robert E Herold dba Chick-fil-A at Westfield Montgomery,,GA,30349
618,2013-03-01,2013-07-18,682,"CTG Oil, INC",Germantown,MD,20876
913,2014-02-01,2014-04-30,2369,Zumiez Inc,Gaithersburg,MD,20877
525,2015-12-01,2015-12-31,512,CHAPALA RESTAURANT,Burtonsville,MD,20866
375,2014-03-01,2014-04-30,326,Pink Palm LLC,Bethesda,MD,20814
713,2013-01-01,2013-01-31,183,DS Metro Inc,Rockville,MD,20850
228,2016-09-01,2016-09-30,359,"3CCL, LLC",Rockville,MD,20850
218,2012-10-01,2012-10-31,12014,"Michaels Stores, Inc.",,TX,75063
184,2012-10-01,2012-10-31,341,Yasaman Bakery,Rockville,MD,20852
57,2013-09-01,2013-09-30,94151,Harris Teeter,,NC,28105
350,2012-12-01,2012-12-31,6461,Don Pollo Inc,Rockville,MD,20851
438,2014-02-01,2014-02-28,3757,GALIZ CORPORATION,Gaithersburg,MD,20877
711,2015-01-01,2015-03-31,2716,EMC VERIDIAN,Silver Spring,MD,20910
767,2013-01-31,2013-07-01,3755,Bread Corner,Rockville,MD,20850
901,2014-01-01,2014-06-30,477,Sukhmani Inc.,Silver Spring,MD,20904
253,2013-11-01,2013-11-30,11287,PANDA EXPRESS,,CA,91770
603,2014-02-01,2014-02-28,1127,Angkor Supermarket Inc,Silver Spring,MD,20903
219,2012-05-01,2012-05-31,3894,"Shalom Strictly Kosher Meats, Inc.",Silver Spring,MD,20902
486,2014-12-01,2014-12-31,2529,11-Jul,Montgomery Village,MD,20886
825,2014-08-01,2014-08-31,83,ALICIA RESTAURANT INC,Rockville,MD,20850
222,2013-07-01,2013-07-31,156,"Moon, Soon Sil",Bethesda,MD,20814
1155,2014-06-01,2014-09-30,379,Tiffany Thomas dba Chick-fil-A at Montrose Crossing FSU,,GA,30349
1028,2013-01-01,2013-12-31,1681,Christopher's Hardware,Sandy Spring,MD,20860
883,2015-10-01,2016-01-31,2168,Gude Petro LLC,Rockville,MD,20850
64,2013-05-01,2013-05-22,76,Dominic's Inc.,Silver Spring,MD,20904
46,2013-04-01,2013-04-30,1097,LEBANESE TAVERNA BETHESDA INC,Bethesda,MD,20814
169,2015-12-01,2016-03-31,182,CHINA GOURMET,Kensington,MD,20895
1133,2016-02-01,2016-02-29,2103,"CLWY, LLC.",Rockville,MD,20850
1201,2014-10-01,2014-10-31,423,Bong & Kwon Inc,Silver Spring,MD,20904
713,2014-12-01,2014-12-31,129,DS Metro Inc,Rockville,MD,20850
876,2015-11-01,2015-11-30,395,"AREEHANT, LLC",Gaithersburg,MD,20879
530,2012-03-01,2012-03-31,1129,LA CASITA PARTNERS CORPORATION,Germantown,MD,20874
218,2016-07-03,2016-07-30,6363,"Michaels Stores, Inc.",,TX,75063
297,2013-09-01,2013-09-30,26226,"Germantown Lotte, LLC",Germantown,MD,20874
598,2014-02-01,2014-04-15,2506,snk corporation,Germantown,MD,20874
74,2012-08-01,2012-08-31,7061,"Bloomingdale's, Inc.",,OH,45202
886,2013-11-01,2013-12-31,281,north high petro llc,Olney,MD,20832
913,2014-11-01,2015-03-31,4538,Zumiez Inc,Gaithersburg,MD,20877
876,2012-05-10,2012-06-30,401,"AREEHANT, LLC",Gaithersburg,MD,20879
446,2013-01-01,2013-01-31,5055,WHZ Inc,Silver Spring,MD,20910
1234,2015-11-01,2015-11-30,2001,"Monument Restaurants VII, LLC",,VA,23220
357,2012-04-01,2012-04-21,246,Yau Sang Inc.,Olney,MD,20832
829,2013-11-01,2013-11-30,24,"PETROSTATIONS, INC",Kensington,MD,20895
900,2015-06-01,2015-06-30,1456,"Pollo Campero of Maryland, LLC",,TX,75240
522,2013-10-01,2013-10-31,77075,DOS FRIENDS INC.,Silver Spring,MD,20903
347,2014-08-01,2014-08-31,1287,Meridian Market and Wine(EMC at Meridian Inc.),Rockville,MD,20852
359,2012-10-01,2012-10-31,2145,"Best Buy Stores, LP",,MN,55423
455,2014-10-01,2014-11-30,5472,Zen Asian Grill & Sushi,Burtonsville,MD,20866
462,2013-11-01,2013-12-31,425,TF L&W Inc,Gaithersburg,MD,20879
134,2013-11-01,2013-11-30,10291,"Victoria's Secret Stores, LLC",,OH,43218
368,2016-01-01,2016-01-31,8488,Dave  West  Indian Product  Corp DBA The  Caribbean Market,Takoma Park,MD,20912
292,2016-09-01,2016-09-30,219,Brey Corp. t/a Hobby Works,Laurel,MD,20707
329,2013-04-01,2013-04-30,1627,WHEATON PARK BEER AND WINE,Silver Spring,MD,20902
422,2013-06-01,2013-06-30,9726,"Organic Foods Express, Inc",Rockville,MD,20852
662,2014-02-01,2014-02-28,296,ABI III CORPORATION,Gaithersburg,MD,20877
1253,2015-08-01,2015-08-31,565,JUMBO JUMBO CAFE LLC,Germantown,MD,20874
954,2012-08-01,2012-08-31,465,China Master Inc,Rockville,MD,20850
1050,2012-07-01,2012-12-31,2863,Ming's Asian Bistro Inc,Gaithersburg,MD,20878
662,2014-04-01,2014-04-30,218,ABI III CORPORATION,Gaithersburg,MD,20877
581,2014-02-01,2014-02-28,1918,Sterling Jewelers Inc.,,OH,44333
681,2016-08-01,2016-08-31,787,Robert E Herold dba Chick-fil-A at Westfield Montgomery,,GA,30349
460,2015-05-01,2015-05-31,273,Wow Grill Inc,Gaithersburg,MD,20877
550,2013-02-01,2013-02-28,3177,JAI HO FRESH INC,Germantown,MD,20874
753,2014-01-01,2014-06-30,3508,TASTE OF HONGKONG INC,Gaithersburg,MD,20878
203,2014-06-01,2014-06-30,18493,"Rite Aid of Maryland, Inc.",,PA,17319
1228,2016-02-01,2016-03-31,3888,"B2B, Inc.",Rockville,MD,20852
922,2011-01-01,2012-12-31,2054,NAMI MONTGOMERY COUNTY,Rockville,MD,20852
869,2013-08-01,2013-08-31,148,"The K Shop, Inc.",Takoma Park,MD,20912
303,2013-08-01,2013-08-31,1442,Deb Shops SDE LLC,,PA,19114
300,2012-01-01,2012-02-21,3139,Phuc inc (7-eleven ),Rockville,MD,20850
448,2014-10-01,2014-10-31,1824,MARYVALE MARKET INC,Rockville,MD,20850
627,2016-02-01,2016-02-29,13,"Thompson Tap Room, LLC",,VA,20170
206,2012-12-01,2012-12-31,2112,khunya Inc./7-Eleven,Silver Spring,MD,20904
114,2015-04-05,2015-05-02,5116,"LORD & TAYLOR, LLC",,PA,18702
473,2014-03-01,2014-03-31,1108,Yuan Jiang Brother Inc,Silver Spring,MD,20906
1159,2015-02-01,2015-02-28,69,Plow and Hearth LLC,,VA,22727
435,2013-10-01,2013-10-31,163,"DALISSON,LLC",Silver Spring,MD,20910
575,2012-03-01,2012-03-31,166,"Bluemercury, Inc.",,DC,20007
280,2016-04-01,2016-04-30,5514,"Toys R Us Delaware, Inc.",,NJ,7470
353,2013-11-01,2013-11-30,1961,"CT Potomac, LLC",Rockville,MD,20850
516,2014-03-01,2014-03-31,153,E & C Enterprises MD719,,VA,22192
157,2015-12-21,2016-01-25,31029,GLOBAL FOOD INC,Montgomery Village,MD,20886
945,2015-10-01,2015-12-31,4699,Ten Thousand Villages,,PA,17501
778,2013-01-01,2013-01-31,796,"ANDY'S RESTAURANT, INC.",Silver Spring,MD,20910
627,2015-09-01,2015-09-30,9,"Thompson Tap Room, LLC",,VA,20170
349,2016-05-01,2016-05-31,901,Bethesda Sunoco,Bethesda,MD,20814
222,2015-07-01,2015-07-31,81,"Moon, Soon Sil",Bethesda,MD,20814
218,2016-04-03,2016-04-30,6732,"Michaels Stores, Inc.",,TX,75063
349,2013-02-01,2013-02-28,458,Bethesda Sunoco,Bethesda,MD,20814
394,2012-03-19,2012-04-23,2,Arlene F. Gardsbane,Silver Spring,MD,20906
462,2012-06-01,2012-06-30,325,TF L&W Inc,Gaithersburg,MD,20879
344,2012-09-30,2012-10-27,1911,Loehmann's,,NY,10461
251,2014-04-01,2014-04-30,216496,Whole Foods Market Group Inc,,TX,78703
251,2015-05-01,2015-05-31,245168,Whole Foods Market Group Inc,,TX,78703
1216,2015-11-01,2015-11-30,39,Twu Enterprise Inc,Gaithersburg,MD,20877
656,2013-08-01,2013-08-31,514,"Banners of Lakeforest, LLC",Gaithersburg,MD,20877
759,2013-11-01,2013-11-30,86,E&G VENTURES LLC,Rockville,MD,20853
228,2016-06-01,2016-06-30,337,"3CCL, LLC",Rockville,MD,20850
1061,2015-07-01,2015-07-31,5,New Cingular Wireless PCS LLC,,FL,33408
250,2013-09-01,2013-09-30,1911,"Advance Stores Company, Incorporated",,VA,24012
999,2013-10-01,2013-12-31,479,Chaaa Corporation,Gaithersburg,MD,20879
164,2015-11-01,2015-11-30,2128,TSA Stores Inc.,,CO,80110
485,2012-08-01,2012-08-31,359,HANCOCK FABRICS,,MS,38824
473,2013-08-01,2013-08-31,903,Yuan Jiang Brother Inc,Silver Spring,MD,20906
208,2014-01-01,2014-01-28,2272,Hari Corporation,Germantown,MD,20876
58,2012-03-01,2012-03-31,382,"KIEBH Inc., dba PANDORA",Bethesda,MD,20817
512,2015-02-01,2015-02-28,2566,"Ulta Salon Cosmetics & Fragrance, Inc.",,IL,60440
893,2013-02-01,2013-02-28,467,"MAGNIFIQUE PARFUMES & COSMETICS, INC.",,NY,11713
102,2012-06-01,2012-06-30,14777,Walgreen Co.,,IL,60015
925,2014-04-01,2014-04-30,262,Cork 57 Inc.,Bethesda,MD,20814
1058,2013-09-01,2013-09-30,1855,RALS KC MD LLC,,VA,20170
788,2012-05-14,2012-07-16,1258,Q & W Inc,Rockville,MD,20852
111,2015-01-01,2015-01-31,1087804,"Giant of Maryland, LLC",,PA,17013
279,2012-05-01,2012-05-31,375,"Olney GT, LLC",Olney,MD,20832
36,2013-01-01,2013-12-31,86,Crab Addison Inc,,TX,77063
516,2013-02-01,2013-02-28,115,E & C Enterprises MD719,,VA,22192
482,2016-07-01,2016-07-31,705,CG & Jade Inc,Silver Spring,MD,20910
307,2012-12-01,2012-12-31,2011,Masquerade LLC,,PA,19060
498,2016-01-01,2016-01-31,2527,"P.N.ENTERPRISES,LLC",Boyds,MD,20841
134,2013-02-01,2013-02-28,9329,"Victoria's Secret Stores, LLC",,OH,43218
625,2012-08-01,2012-09-30,3187,yohana inc.,Silver Spring,MD,20901
250,2013-05-01,2013-05-31,1044,"Advance Stores Company, Incorporated",,VA,24012
957,2012-09-01,2012-09-30,4895,Lowe's Home Centers,,NC,28117
255,2014-11-01,2014-11-30,407,Luvandy Nara Inc,Gaithersburg,MD,20879
40,2012-05-01,2012-05-31,11595,American Pollo Langley Park LLC,,MD,20783
140,2013-09-01,2013-09-30,8754,"BATH & BODY WORKS, LLC.",,OH,43230
93,2012-12-01,2012-12-31,7125,SAR WHITE MARSH FOOD INC,,MD,21236
154,2014-01-01,2014-03-31,984,Matuba Corp,Bethesda,MD,20814
1192,2014-04-01,2014-04-30,72,"Nine West Holdings, Inc",,PA,19007
1181,2015-04-01,2015-04-30,1421,"CT Bethesda, LLC",Bethesda,MD,20814
924,2013-06-29,2013-07-27,4769,"AnnTaylor Retail, Inc.",,CT,6461
98,2015-12-01,2015-12-31,102,"Nakamura, llc",Chevy Chase,MD,20815
21,2015-08-01,2015-08-31,1462,"City Sports, Inc",,MA,2114
943,2013-10-01,2013-10-31,2071,"Express Fashion Operations, LLC",,OH,43230
93,2016-07-01,2016-07-31,272,SAR WHITE MARSH FOOD INC,,MD,21236
400,2012-10-01,2012-10-31,125,"Artisans Gallery, Inc.",Gaithersburg,MD,20878
790,2016-02-01,2016-04-30,6053,aspen hill lottery beer and wine,Silver Spring,MD,20906
33,2014-08-23,2014-09-22,348,A&H Seafood Market Partners LLC,Bethesda,MD,20814
21,2015-03-01,2015-03-31,1179,"City Sports, Inc",,MA,2114
202,2015-02-01,2015-02-28,705,Jill Acquisition LLC,,MA,2169
430,2015-04-21,2015-05-20,316,OPH II Inc,Rockville,MD,20852
207,2016-03-02,2016-03-29,1507,Yogiraj Corporation,Germantown,MD,20876
1212,2014-01-01,2014-07-31,2569,Beer Wine and Co LLC,Chevy Chase,MD,20815
480,2013-01-01,2013-01-31,2664,Saks and Company,,MD,20015
152,2013-10-18,2013-11-18,1229,dashen ethiopian grocery,Silver Spring,MD,20901
957,2015-12-01,2015-12-31,4565,Lowe's Home Centers,,NC,28117
1059,2015-08-01,2015-08-31,91,KS POTOMAC INC,Rockville,MD,20852
1086,2014-11-01,2014-12-31,3948,"NEW DEAL, LLC",,NJ,7024
694,2012-05-01,2012-05-31,5851,Starbucks Corporation,,WA,98134
682,2015-11-25,2015-12-25,54,priya food and spices,Germantown,MD,20874
219,2013-07-01,2013-07-31,15966,"Shalom Strictly Kosher Meats, Inc.",Silver Spring,MD,20902
114,2015-07-05,2015-08-01,4788,"LORD & TAYLOR, LLC",,PA,18702
381,2015-09-01,2015-09-30,37306,Apogee Retail LLC,,WA,98004
1156,2016-07-01,2016-07-31,101,sadafinc,Rockville,MD,20852
1048,2013-01-31,2015-09-29,4219,Vera Bradley,,IN,46808
228,2014-06-01,2014-06-30,159,"3CCL, LLC",Rockville,MD,20850
438,2012-04-01,2011-04-30,2448,GALIZ CORPORATION,Gaithersburg,MD,20877
527,2015-12-01,2015-12-31,434,"GUAPO'S BETHESDA, INC.",Bethesda,MD,20814
163,2014-05-04,2014-05-31,2191,AE Outfitters Retail Co.,,PA,15203
367,2014-02-01,2014-02-28,5,"Revolution Cycles, Inc.",Rockville,MD,20852
83,2015-04-01,2015-04-30,72546,"Home Depot USA.,INC.",,GA,30339
1201,2014-09-01,2014-09-30,453,Bong & Kwon Inc,Silver Spring,MD,20904
103,2015-07-01,2015-07-31,64952,MONTGOMERY COUNTY DEPT. OF LIQUOR CONTROL,Gaithersburg,MD,20878
218,2016-05-01,2016-05-28,5076,"Michaels Stores, Inc.",,TX,75063
142,2015-11-01,2015-11-30,1125,"MODELL'S MARYLAND II, INC.",,NY,10018
47,2014-01-01,2014-01-31,1703,LEBANESE TAVERNA CAFE-CONGRESSIONAL INC,Rockville,MD,20852
293,2012-10-28,2012-12-31,3868,SYPHANY LLC,Silver Spring,MD,20906
680,2016-04-01,2016-04-30,92,Brian D Summers dba Chick-fil-A at Kentlands Square In-Line,,GA,30349
201,2014-04-20,2014-05-17,1993,"Petco Animal Supplies Stores, Inc.",,CA,92121
575,2016-02-01,2016-02-29,164,"Bluemercury, Inc.",,DC,20007
552,2015-11-01,2015-11-30,2013,"Chico's FAS, Inc.",,FL,33966
236,2015-01-01,2015-01-31,105,The Walking Company,Bethesda,MD,20817
47,2013-06-01,2013-06-30,1043,LEBANESE TAVERNA CAFE-CONGRESSIONAL INC,Rockville,MD,20852
830,2014-07-01,2014-07-31,108,"BROWN GROUP RETAIL, INC",,MO,63166
179,2013-10-01,2013-10-31,212,LA BAMBA RESTAURANT INC,Silver Spring,MD,20910
338,2014-07-01,2014-08-31,2744,Taste of Europe,Gaithersburg,MD,20878
169,2012-12-31,2013-03-06,181,CHINA GOURMET,Kensington,MD,20895
776,2013-05-01,2013-05-31,215802,Target Corporation,,MN,55403
1194,2015-07-01,2015-07-31,23489,Great Wall Supermarket of Germantown Inc,Germantown,MD,20876
474,2015-06-01,2015-06-30,369,Lin and Yin Inc,Gaithersburg,MD,20878
79,2014-04-10,2014-05-10,687,finewine.com,Gaithersburg,MD,20878
497,2013-06-01,2013-06-30,4984,"7-Eleven, Inc.",,TX,75201
222,2015-11-01,2015-11-30,71,"Moon, Soon Sil",Bethesda,MD,20814
154,2014-04-01,2014-08-31,1734,Matuba Corp,Bethesda,MD,20814
873,2013-07-01,2013-12-31,2123,Bei Xiou Company LLC,Olney,MD,20832
986,2015-07-01,2015-07-31,863,A&M IV Corporation,Rockville,MD,20853
147,2012-01-31,2012-03-05,1334,Chai iii inc  T/A Jerry's Subs & Pizza of Burtonsville,Potomac,MD,20854
645,2014-10-01,2014-10-31,2163,Abercrombie & Fitch,,OH,43054
41,2012-05-01,2012-05-31,5004,American Pollo Wheaton LLC,Silver Spring,MD,20902
759,2013-09-01,2013-09-30,101,E&G VENTURES LLC,Rockville,MD,20853
512,2015-08-01,2015-08-31,4094,"Ulta Salon Cosmetics & Fragrance, Inc.",,IL,60440
652,2014-01-01,2014-01-31,1186,"Occasions of Montgoemry Mall, Inc.",Gaithersburg,MD,20877
683,2013-08-01,2013-08-31,1433,"CHINA PAVILION, INC.",Bethesda,MD,20816
206,2016-04-01,2016-04-30,2161,khunya Inc./7-Eleven,Silver Spring,MD,20904
1372,2016-09-01,2016-09-30,1031,NIPAM CORP,Silver Spring,MD,20903
733,2012-04-23,2012-08-29,2963,Reddz Trading,Bethesda,MD,20814
224,2016-05-01,2016-06-28,2681,The Childrens Place Retail Stores Inc,,NJ,7094
422,2016-09-01,2016-09-30,10864,"Organic Foods Express, Inc",Rockville,MD,20852
571,2014-09-01,2014-09-30,248,Chong's Corporation,,VA,20151
405,2012-11-01,2012-11-30,455,Teriyaki Temple of Lakeforest Inc.,,FL,33146
529,2013-08-01,2013-08-31,1854,11-Jul,Olney,MD,20832
254,2013-01-01,2013-01-31,1562,Micro Center Sales Corporation,,OH,43026
84,2016-06-01,2016-06-30,11125,"The Fresh Market, Inc.",,NC,27408
274,2015-02-01,2015-02-28,75,BEAUTY PLAZA,Rockville,MD,20851
443,2016-08-01,2016-08-31,15156,J. C. PENNEY CORPORATION INC,,UT,84101
1073,2013-03-01,2013-03-31,568,PARK AND PARK NORTHGATE LLC,Silver Spring,MD,20906
337,2013-11-01,2013-11-30,16,AUSTIN GRILL LLC,,VA,20170
1267,2015-08-01,2015-08-31,81,BKSOH INC.,Silver Spring,MD,20910
31,2012-09-06,2012-10-04,551,Pet Valu Inc.,,PA,19087
186,2015-10-01,2015-10-31,4008,subwaywhiteoak,Silver Spring,MD,20904
47,2012-09-01,2012-09-30,1045,LEBANESE TAVERNA CAFE-CONGRESSIONAL INC,Rockville,MD,20852
1344,2016-07-01,2016-07-31,426,"E&C Mid-Atlantic Ventures, LLC",Rockville,MD,20850
321,2014-12-01,2014-12-31,346,MARK'S KITCHEN,Takoma Park,MD,20912
102,2012-04-01,2012-04-30,15942,Walgreen Co.,,IL,60015
569,2012-03-01,2012-06-30,8459,MR. KEITH & PRUM INC,Silver Spring,MD,20906
622,2016-04-01,2016-04-30,44,Comfort One Shoes L-34,Rockville,MD,20852
776,2012-08-01,2012-08-31,252234,Target Corporation,,MN,55403
1135,2014-01-01,2014-01-31,346,"San Marino, Inc. t/a Milanos Pizza & Pasta",,MD,21236
761,2014-01-01,2014-01-31,2018,johnny & prum Inc.,Silver Spring,MD,20902
902,2012-08-01,2012-12-31,2562,"Kim Galaxy, Inc.",Gaithersburg,MD,20879
499,2013-01-01,2013-01-31,3371,"KUMAR ENTERPRISES, INC.",Boyds,MD,20841
482,2014-06-01,2014-06-30,797,CG & Jade Inc,Silver Spring,MD,20910
551,2016-01-01,2016-01-31,23267,Lotte Plaza,Silver Spring,MD,20906
575,2012-11-01,2012-11-30,335,"Bluemercury, Inc.",,DC,20007
1129,2016-09-01,2016-09-30,3723,Dick's Sporting Goods Inc,,PA,15108
117,2013-11-04,2014-12-02,105,shirin inc,Germantown,MD,20874
351,2014-01-01,2014-01-31,4006,"Don Pollo of Bethesda, Inc.",Chevy Chase,MD,20815
461,2015-10-01,2015-10-31,337,Tiffany and Company,,NJ,7054
793,2016-03-01,2016-03-31,201,EL MARINERO CARRY OUT,Takoma Park,MD,20912
1253,2015-03-01,2015-03-31,262,JUMBO JUMBO CAFE LLC,Germantown,MD,20874
796,2015-01-01,2015-01-31,2144,BUY BUY BABY INC,,NJ,7083
183,2015-10-01,2015-10-31,1688,PHO & GRILL,Gaithersburg,MD,20882
577,2014-06-01,2014-07-31,63,nancy's kitchen of silver spring inc,Silver Spring,MD,20906
1081,2014-10-01,2014-10-31,4,"WAA - Gaithersburg, LLC",Gaithersburg,MD,20878
220,2016-01-01,2016-01-31,591,"H. W. Fletcher, Inc.",Olney,MD,20832
33,2016-06-23,2016-07-22,604,A&H Seafood Market Partners LLC,Bethesda,MD,20814
245,2014-10-05,2014-11-01,552,"Grace Holmes, Inc.",,NY,10003
486,2015-12-01,2015-12-31,2476,11-Jul,Montgomery Village,MD,20886
455,2013-03-01,2013-03-31,1999,Zen Asian Grill & Sushi,Burtonsville,MD,20866
1253,2015-07-01,2015-07-31,672,JUMBO JUMBO CAFE LLC,Germantown,MD,20874
1293,2016-01-01,2016-01-31,139,E & C Enterprises Inc.,Gaithersburg,MD,20877
309,2015-03-28,2015-04-27,1347,SHIVAM ENTERPRISES LLC,Silver Spring,MD,20906
543,2016-04-01,2016-04-30,2846,The Salvation Army,,MD,20781
130,2014-05-01,2014-05-31,463,"SEVA Enterprises, Inc.",Rockville,MD,20852
47,2015-09-01,2015-09-30,1656,LEBANESE TAVERNA CAFE-CONGRESSIONAL INC,Rockville,MD,20852
177,2013-03-01,2013-03-13,85,greenapple convenience store inc.,Silver Spring,MD,20904
452,2012-02-01,2012-02-29,602,"Hessed Deli, Inc. (TS Grill)",Silver Spring,MD,20910
499,2012-07-01,2012-07-31,3416,"KUMAR ENTERPRISES, INC.",Boyds,MD,20841
428,2015-03-01,2015-03-31,415,Rahimi Enterprises Inc T/A Fashion One,,DC,20002
713,2014-05-01,2014-05-31,137,DS Metro Inc,Rockville,MD,20850
1130,2014-09-01,2014-09-30,412,Bold Bite,Bethesda,MD,20814
245,2015-01-04,2015-01-31,224,"Grace Holmes, Inc.",,NY,10003
983,2013-02-28,2013-04-20,355,"R & D Klein, Inc.",Montgomery Village,MD,20886
